Precinct,Contest Name,Candidate Name,Votes
"Monclova 3","State Board of Education 2nd District","W. Roger Knight","48"
"Monclova 3","State Board of Education 2nd District","Sue Larimer","104"
"Monclova 3","State Board of Education 2nd District","Vicki Donovan Lyle","67"
"Monclova 3","State Board of Education 2nd District","Annette Dudek Shine","58"
"Monclova 3","1. State Issue Proposed Const. Amendment","YES","309"
"Monclova 3","1. State Issue Proposed Const. Amendment","NO","554"
"Monclova 3","9. Lucas County Children Services 1.85 mills Renewal","FOR THE TAX LEVY","548"
"Monclova 3","9. Lucas County Children Services 1.85 mills Renewal","AGAINST THE TAX LEVY","304"
"Monclova 3","10. Lucas County Jail 1.37 mills Bond","FOR THE BOND ISSUE","264"
"Monclova 3","10. Lucas County Jail 1.37 mills Bond","AGAINST THE BOND ISS","579"
"Monclova 3","11. Lucas County Mental Health 1 mill Renewal","FOR THE TAX LEVY","564"
"Monclova 3","11. Lucas County Mental Health 1 mill Renewal","AGAINST THE TAX LEVY","287"
"Monclova 3","12. Port Authority .4 mill Renewal","FOR THE TAX LEVY","480"
"Monclova 3","12. Port Authority .4 mill Renewal","AGAINST THE TAX LEVY","366"
"Monclova 4","Governor / Lt. Governor","Cordray/Sutton","264"
"Monclova 4","Governor / Lt. Governor","DeWine/Husted","424"
"Monclova 4","Governor / Lt. Governor","Gadell-Newton/Joseph","6"
"Monclova 4","Governor / Lt. Governor","Irvine/Grayson","16"
"Monclova 4","Governor / Lt. Governor","Write-in","0"
"Monclova 4","Governor / Lt. Governor","Ayres/Durgans","0"
"Monclova 4","Governor / Lt. Governor","Duncan/Artino","0"
"Monclova 4","Governor / Lt. Governor","Turner/Colton","0"
"Monclova 4","Attorney General","Steve Dettelbach","274"
"Monclova 4","Attorney General","Dave Yost","425"
"Monclova 4","Auditor of State","Robert C. Coogan","38"
"Monclova 4","Auditor of State","Keith Faber","410"
"Monclova 4","Auditor of State","Zack Space","241"
"Monclova 4","Secretary of State","Kathleen Clyde","243"
"Monclova 4","Secretary of State","Frank LaRose","423"
"Monclova 4","Secretary of State","Dustin R. Nanna","26"
"Monclova 4","Secretary of State","Write-in","0"
"Monclova 4","Secretary of State","Michael W. Bradley","0"
"Monclova 4","Treasurer of State","Rob Richardson","245"
"Monclova 4","Treasurer of State","Robert Sprague","442"
"Monclova 4","U.S. Senator","Sherrod Brown","315"
"Monclova 4","U.S. Senator","Jim Renacci","387"
"Monclova 4","U.S. Senator","Write-in","1"
"Monclova 4","U.S. Senator","Stephen Faris","0"
"Monclova 4","U.S. Representative Dist 5","J. Michael Galbraith","243"
"Monclova 4","U.S. Representative Dist 5","Don Kissick","18"
"Monclova 4","U.S. Representative Dist 5","Bob Latta","445"
"Monclova 4","Sup Crt Justice 1-1-19","Craig Baldwin","183"
"Monclova 4","Sup Crt Justice 1-1-19","Michael P. Donnelly","351"
"Monclova 4","Sup Crt Justice 1-2-19","Mary DeGenaro","258"
"Monclova 4","Sup Crt Justice 1-2-19","Melody J. Stewart","263"
"Monclova 4","Appeals Crt Judge 2-9-19","Joel M. Kuhlman","178"
"Monclova 4","Appeals Crt Judge 2-9-19","Gene A. Zmuda","397"
"Monclova 4","State Representative Dist 47","Gary C. Newnham","239"
"Monclova 4","State Representative Dist 47","Derek Merrin","431"
"Monclova 4","Judge Comm Pleas GEN 1-1-19","Myron C. Duhart","412"
"Monclova 4","Judge Comm Pleas GEN 1-2-19","Stacy L. Cook","437"
"Monclova 4","Judge Comm Pleas DR 1-3-19","David Lewandowski","431"
"Monclova 4","Judge Comm Pleas GEN 1-4-19","Joshua W. Lanzinger","236"
"Monclova 4","Judge Comm Pleas GEN 1-4-19","Joe McNamara","315"
"Monclova 4","Judge Comm Pleas Juvenile 1-5-19","Connie F. Zemmelman","414"
"Monclova 4","Judge Comm Pleas GEN 1-6-19","Linda J. Jennings","425"
"Monclova 4","Judge Comm Pleas GEN 1-7-19","Gary G. Cook","420"
"Monclova 4","County Commissioner","Gary L. Byers","224"
"Monclova 4","County Commissioner","Sandy Spang","192"
"Monclova 4","County Auditor","Anita Lopez","410"
"Monclova 4","County Treasurer UNEX","Lori Brodie","459"
"Monclova 4","County Treasurer UNEX","Lindsay M. Webb","227"
"Monclova 4","State Board of Education 2nd District","Jeanine P. Donaldson","61"
"Monclova 4","State Board of Education 2nd District","Charles Froehlich","60"
"Monclova 4","State Board of Education 2nd District","Kirsten Hill","55"
"Monclova 4","State Board of Education 2nd District","W. Roger Knight","43"
"Monclova 4","State Board of Education 2nd District","Sue Larimer","76"
"Monclova 4","State Board of Education 2nd District","Vicki Donovan Lyle","70"
"Monclova 4","State Board of Education 2nd District","Annette Dudek Shine","56"
"Monclova 4","1. State Issue Proposed Const. Amendment","YES","235"
"Monclova 4","1. State Issue Proposed Const. Amendment","NO","471"
"Monclova 4","9. Lucas County Children Services 1.85 mills Renewal","FOR THE TAX LEVY","459"
"Monclova 4","9. Lucas County Children Services 1.85 mills Renewal","AGAINST THE TAX LEVY","239"
"Monclova 4","10. Lucas County Jail 1.37 mills Bond","FOR THE BOND ISSUE","240"
"Monclova 4","10. Lucas County Jail 1.37 mills Bond","AGAINST THE BOND ISS","445"
"Monclova 4","11. Lucas County Mental Health 1 mill Renewal","FOR THE TAX LEVY","478"
"Monclova 4","11. Lucas County Mental Health 1 mill Renewal","AGAINST THE TAX LEVY","217"
"Monclova 4","12. Port Authority .4 mill Renewal","FOR THE TAX LEVY","382"
"Monclova 4","12. Port Authority .4 mill Renewal","AGAINST THE TAX LEVY","302"
"Monclova 5","Governor / Lt. Governor","Cordray/Sutton","429"
"Monclova 5","Governor / Lt. Governor","DeWine/Husted","624"
"Monclova 5","Governor / Lt. Governor","Gadell-Newton/Joseph","9"
"Monclova 5","Governor / Lt. Governor","Irvine/Grayson","19"
"Monclova 5","Governor / Lt. Governor","Write-in","0"
"Monclova 5","Governor / Lt. Governor","Ayres/Durgans","0"
"Monclova 5","Governor / Lt. Governor","Duncan/Artino","0"
"Monclova 5","Governor / Lt. Governor","Turner/Colton","0"
"Monclova 5","Attorney General","Steve Dettelbach","470"
"Monclova 5","Attorney General","Dave Yost","588"
"Monclova 5","Auditor of State","Robert C. Coogan","29"
"Monclova 5","Auditor of State","Keith Faber","614"
"Monclova 5","Auditor of State","Zack Space","397"
"Monclova 5","Secretary of State","Kathleen Clyde","424"
"Monclova 5","Secretary of State","Frank LaRose","604"
"Monclova 5","Secretary of State","Dustin R. Nanna","15"
"Monclova 5","Secretary of State","Write-in","0"
"Monclova 5","Secretary of State","Michael W. Bradley","0"
"Monclova 5","Treasurer of State","Rob Richardson","391"
"Monclova 5","Treasurer of State","Robert Sprague","639"
"Monclova 5","U.S. Senator","Sherrod Brown","560"
"Monclova 5","U.S. Senator","Jim Renacci","506"
"Monclova 5","U.S. Senator","Write-in","2"
"Monclova 5","U.S. Senator","Stephen Faris","0"
"Monclova 5","U.S. Representative Dist 5","J. Michael Galbraith","402"
"Monclova 5","U.S. Representative Dist 5","Don Kissick","19"
"Monclova 5","U.S. Representative Dist 5","Bob Latta","647"
"Monclova 5","Sup Crt Justice 1-1-19","Craig Baldwin","250"
"Monclova 5","Sup Crt Justice 1-1-19","Michael P. Donnelly","548"
"Monclova 5","Sup Crt Justice 1-2-19","Mary DeGenaro","424"
"Monclova 5","Sup Crt Justice 1-2-19","Melody J. Stewart","350"
"Monclova 5","Appeals Crt Judge 2-9-19","Joel M. Kuhlman","250"
"Monclova 5","Appeals Crt Judge 2-9-19","Gene A. Zmuda","657"
"Monclova 5","State Representative Dist 47","Gary C. Newnham","398"
"Monclova 5","State Representative Dist 47","Derek Merrin","615"
"Monclova 5","Judge Comm Pleas GEN 1-1-19","Myron C. Duhart","666"
"Monclova 5","Judge Comm Pleas GEN 1-2-19","Stacy L. Cook","689"
"Monclova 5","Judge Comm Pleas DR 1-3-19","David Lewandowski","659"
"Monclova 5","Judge Comm Pleas GEN 1-4-19","Joshua W. Lanzinger","343"
"Monclova 5","Judge Comm Pleas GEN 1-4-19","Joe McNamara","535"
"Monclova 5","Judge Comm Pleas Juvenile 1-5-19","Connie F. Zemmelman","636"
"Monclova 5","Judge Comm Pleas GEN 1-6-19","Linda J. Jennings","642"
"Monclova 5","Judge Comm Pleas GEN 1-7-19","Gary G. Cook","665"
"Monclova 5","County Commissioner","Gary L. Byers","327"
"Monclova 5","County Commissioner","Sandy Spang","417"
"Monclova 5","County Auditor","Anita Lopez","693"
"Monclova 5","County Treasurer UNEX","Lori Brodie","679"
"Monclova 5","County Treasurer UNEX","Lindsay M. Webb","350"
"Monclova 5","State Board of Education 2nd District","Jeanine P. Donaldson","79"
"Monclova 5","State Board of Education 2nd District","Charles Froehlich","87"
"Monclova 5","State Board of Education 2nd District","Kirsten Hill","80"
"Monclova 5","State Board of Education 2nd District","W. Roger Knight","38"
"Monclova 5","State Board of Education 2nd District","Sue Larimer","136"
"Monclova 5","State Board of Education 2nd District","Vicki Donovan Lyle","132"
"Monclova 5","State Board of Education 2nd District","Annette Dudek Shine","114"
"Monclova 5","1. State Issue Proposed Const. Amendment","YES","329"
"Monclova 5","1. State Issue Proposed Const. Amendment","NO","737"
"Monclova 5","9. Lucas County Children Services 1.85 mills Renewal","FOR THE TAX LEVY","775"
"Monclova 5","9. Lucas County Children Services 1.85 mills Renewal","AGAINST THE TAX LEVY","292"
"Monclova 5","10. Lucas County Jail 1.37 mills Bond","FOR THE BOND ISSUE","395"
"Monclova 5","10. Lucas County Jail 1.37 mills Bond","AGAINST THE BOND ISS","649"
"Monclova 5","11. Lucas County Mental Health 1 mill Renewal","FOR THE TAX LEVY","764"
"Monclova 5","11. Lucas County Mental Health 1 mill Renewal","AGAINST THE TAX LEVY","291"
"Monclova 5","12. Port Authority .4 mill Renewal","FOR THE TAX LEVY","649"
"Monclova 5","12. Port Authority .4 mill Renewal","AGAINST THE TAX LEVY","389"
"Monclova 6","Governor / Lt. Governor","Cordray/Sutton","244"
"Monclova 6","Governor / Lt. Governor","DeWine/Husted","289"
"Monclova 6","Governor / Lt. Governor","Gadell-Newton/Joseph","9"
"Monclova 6","Governor / Lt. Governor","Irvine/Grayson","9"
"Monclova 6","Governor / Lt. Governor","Write-in","2"
"Monclova 6","Governor / Lt. Governor","Ayres/Durgans","0"
"Monclova 6","Governor / Lt. Governor","Duncan/Artino","0"
"Monclova 6","Governor / Lt. Governor","Turner/Colton","0"
"Monclova 6","Attorney General","Steve Dettelbach","247"
"Monclova 6","Attorney General","Dave Yost","282"
"Monclova 6","Auditor of State","Robert C. Coogan","16"
"Monclova 6","Auditor of State","Keith Faber","290"
"Monclova 6","Auditor of State","Zack Space","217"
"Monclova 6","Secretary of State","Kathleen Clyde","228"
"Monclova 6","Secretary of State","Frank LaRose","289"
"Monclova 6","Secretary of State","Dustin R. Nanna","17"
"Monclova 6","Secretary of State","Write-in","4"
"Monclova 6","Secretary of State","Michael W. Bradley","0"
"Monclova 6","Treasurer of State","Rob Richardson","221"
"Monclova 6","Treasurer of State","Robert Sprague","303"
"Monclova 6","U.S. Senator","Sherrod Brown","286"
"Monclova 6","U.S. Senator","Jim Renacci","250"
"Monclova 6","U.S. Senator","Write-in","2"
"Monclova 6","U.S. Senator","Stephen Faris","0"
"Monclova 6","U.S. Representative Dist 5","J. Michael Galbraith","228"
"Monclova 6","U.S. Representative Dist 5","Don Kissick","6"
"Monclova 6","U.S. Representative Dist 5","Bob Latta","310"
"Monclova 6","Sup Crt Justice 1-1-19","Craig Baldwin","133"
"Monclova 6","Sup Crt Justice 1-1-19","Michael P. Donnelly","272"
"Monclova 6","Sup Crt Justice 1-2-19","Mary DeGenaro","198"
"Monclova 6","Sup Crt Justice 1-2-19","Melody J. Stewart","189"
"Monclova 6","Appeals Crt Judge 2-9-19","Joel M. Kuhlman","111"
"Monclova 6","Appeals Crt Judge 2-9-19","Gene A. Zmuda","344"
"Monclova 6","State Representative Dist 47","Gary C. Newnham","225"
"Monclova 6","State Representative Dist 47","Derek Merrin","297"
"Monclova 6","Judge Comm Pleas GEN 1-1-19","Myron C. Duhart","327"
"Monclova 6","Judge Comm Pleas GEN 1-2-19","Stacy L. Cook","331"
"Monclova 6","Judge Comm Pleas DR 1-3-19","David Lewandowski","326"
"Monclova 6","Judge Comm Pleas GEN 1-4-19","Joshua W. Lanzinger","192"
"Monclova 6","Judge Comm Pleas GEN 1-4-19","Joe McNamara","235"
"Monclova 6","Judge Comm Pleas Juvenile 1-5-19","Connie F. Zemmelman","319"
"Monclova 6","Judge Comm Pleas GEN 1-6-19","Linda J. Jennings","309"
"Monclova 6","Judge Comm Pleas GEN 1-7-19","Gary G. Cook","315"
"Monclova 6","County Commissioner","Gary L. Byers","184"
"Monclova 6","County Commissioner","Sandy Spang","198"
"Monclova 6","County Auditor","Anita Lopez","333"
"Monclova 6","County Treasurer UNEX","Lori Brodie","335"
"Monclova 6","County Treasurer UNEX","Lindsay M. Webb","189"
"Monclova 6","State Board of Education 2nd District","Jeanine P. Donaldson","34"
"Monclova 6","State Board of Education 2nd District","Charles Froehlich","36"
"Monclova 6","State Board of Education 2nd District","Kirsten Hill","56"
"Monclova 6","State Board of Education 2nd District","W. Roger Knight","26"
"Monclova 6","State Board of Education 2nd District","Sue Larimer","65"
"Monclova 6","State Board of Education 2nd District","Vicki Donovan Lyle","60"
"Monclova 6","State Board of Education 2nd District","Annette Dudek Shine","67"
"Monclova 6","1. State Issue Proposed Const. Amendment","YES","213"
"Monclova 6","1. State Issue Proposed Const. Amendment","NO","327"
"Monclova 6","9. Lucas County Children Services 1.85 mills Renewal","FOR THE TAX LEVY","387"
"Monclova 6","9. Lucas County Children Services 1.85 mills Renewal","AGAINST THE TAX LEVY","145"
"Monclova 6","10. Lucas County Jail 1.37 mills Bond","FOR THE BOND ISSUE","192"
"Monclova 6","10. Lucas County Jail 1.37 mills Bond","AGAINST THE BOND ISS","328"
"Monclova 6","11. Lucas County Mental Health 1 mill Renewal","FOR THE TAX LEVY","387"
"Monclova 6","11. Lucas County Mental Health 1 mill Renewal","AGAINST THE TAX LEVY","143"
"Monclova 6","12. Port Authority .4 mill Renewal","FOR THE TAX LEVY","345"
"Monclova 6","12. Port Authority .4 mill Renewal","AGAINST THE TAX LEVY","179"
"Monclova 6","24. Local Liquor Option Barr's Public House","YES","426"
"Monclova 6","24. Local Liquor Option Barr's Public House","NO","108"
"Monclova 7","Governor / Lt. Governor","Cordray/Sutton","388"
"Monclova 7","Governor / Lt. Governor","DeWine/Husted","557"
"Monclova 7","Governor / Lt. Governor","Gadell-Newton/Joseph","2"
"Monclova 7","Governor / Lt. Governor","Irvine/Grayson","11"
"Monclova 7","Governor / Lt. Governor","Write-in","0"
"Monclova 7","Governor / Lt. Governor","Ayres/Durgans","0"
"Monclova 7","Governor / Lt. Governor","Duncan/Artino","0"
"Monclova 7","Governor / Lt. Governor","Turner/Colton","0"
"Monclova 7","Attorney General","Steve Dettelbach","408"
"Monclova 7","Attorney General","Dave Yost","537"
"Monclova 7","Auditor of State","Robert C. Coogan","29"
"Monclova 7","Auditor of State","Keith Faber","550"
"Monclova 7","Auditor of State","Zack Space","359"
"Monclova 7","Secretary of State","Kathleen Clyde","356"
"Monclova 7","Secretary of State","Frank LaRose","567"
"Monclova 7","Secretary of State","Dustin R. Nanna","12"
"Monclova 7","Secretary of State","Write-in","0"
"Monclova 7","Secretary of State","Michael W. Bradley","0"
"Monclova 7","Treasurer of State","Rob Richardson","339"
"Monclova 7","Treasurer of State","Robert Sprague","588"
"Monclova 7","U.S. Senator","Sherrod Brown","448"
"Monclova 7","U.S. Senator","Jim Renacci","500"
"Monclova 7","U.S. Senator","Write-in","1"
"Monclova 7","U.S. Senator","Stephen Faris","0"
"Monclova 7","U.S. Representative Dist 5","J. Michael Galbraith","330"
"Monclova 7","U.S. Representative Dist 5","Don Kissick","16"
"Monclova 7","U.S. Representative Dist 5","Bob Latta","604"
"Monclova 7","Sup Crt Justice 1-1-19","Craig Baldwin","297"
"Monclova 7","Sup Crt Justice 1-1-19","Michael P. Donnelly","438"
"Monclova 7","Sup Crt Justice 1-2-19","Mary DeGenaro","447"
"Monclova 7","Sup Crt Justice 1-2-19","Melody J. Stewart","271"
"Monclova 7","Appeals Crt Judge 2-9-19","Joel M. Kuhlman","210"
"Monclova 7","Appeals Crt Judge 2-9-19","Gene A. Zmuda","578"
"Monclova 7","State Representative Dist 47","Gary C. Newnham","338"
"Monclova 7","State Representative Dist 47","Derek Merrin","580"
"Monclova 7","Judge Comm Pleas GEN 1-1-19","Myron C. Duhart","528"
"Monclova 7","Judge Comm Pleas GEN 1-2-19","Stacy L. Cook","577"
"Monclova 7","Judge Comm Pleas DR 1-3-19","David Lewandowski","565"
"Monclova 7","Judge Comm Pleas GEN 1-4-19","Joshua W. Lanzinger","351"
"Monclova 7","Judge Comm Pleas GEN 1-4-19","Joe McNamara","404"
"Monclova 7","Judge Comm Pleas Juvenile 1-5-19","Connie F. Zemmelman","530"
"Monclova 7","Judge Comm Pleas GEN 1-6-19","Linda J. Jennings","552"
"Monclova 7","Judge Comm Pleas GEN 1-7-19","Gary G. Cook","554"
"Monclova 7","County Commissioner","Gary L. Byers","271"
"Monclova 7","County Commissioner","Sandy Spang","348"
"Monclova 7","County Auditor","Anita Lopez","572"
"Monclova 7","County Treasurer UNEX","Lori Brodie","636"
"Monclova 7","County Treasurer UNEX","Lindsay M. Webb","291"
"Monclova 7","State Board of Education 2nd District","Jeanine P. Donaldson","74"
"Monclova 7","State Board of Education 2nd District","Charles Froehlich","79"
"Monclova 7","State Board of Education 2nd District","Kirsten Hill","80"
"Monclova 7","State Board of Education 2nd District","W. Roger Knight","50"
"Monclova 7","State Board of Education 2nd District","Sue Larimer","108"
"Monclova 7","State Board of Education 2nd District","Vicki Donovan Lyle","118"
"Monclova 7","State Board of Education 2nd District","Annette Dudek Shine","84"
"Monclova 7","1. State Issue Proposed Const. Amendment","YES","314"
"Monclova 7","1. State Issue Proposed Const. Amendment","NO","632"
"Monclova 7","9. Lucas County Children Services 1.85 mills Renewal","FOR THE TAX LEVY","639"
"Monclova 7","9. Lucas County Children Services 1.85 mills Renewal","AGAINST THE TAX LEVY","301"
"Monclova 7","10. Lucas County Jail 1.37 mills Bond","FOR THE BOND ISSUE","321"
"Monclova 7","10. Lucas County Jail 1.37 mills Bond","AGAINST THE BOND ISS","604"
"Monclova 7","11. Lucas County Mental Health 1 mill Renewal","FOR THE TAX LEVY","646"
"Monclova 7","11. Lucas County Mental Health 1 mill Renewal","AGAINST THE TAX LEVY","299"
"Monclova 7","12. Port Authority .4 mill Renewal","FOR THE TAX LEVY","559"
"Monclova 7","12. Port Authority .4 mill Renewal","AGAINST THE TAX LEVY","365"
"Monclova 8","Governor / Lt. Governor","Cordray/Sutton","213"
